target_id	length	eff_length	est_counts	tpm
ENST00000527494	1314	1115	59.906	47.0126
ENST00000525422	1525	1326	17.4319	11.5033
ENST00000265965	1451	1252	183.072	127.949
ENST00000528200	1264	1065	11.5246	9.46883
ENST00000529151	898	699	0	0
ENST00000532546	833	634	7.4908	10.3385
ENST00000525920	497	298	2.01312	5.91115
ENST00000532265	1124	925	9.82266	9.29194
ENST00000533241	539	340	13.77	35.4383
ENST00000529728	1396	1197	10.2775	7.51298
ENST00000530613	893	694	24.8738	31.3618
ENST00000532389	833	634	0	0
ENST00000530925	793	594	0	0
ENST00000533328	541	342	3.81794	9.76836
ENST00000524716	548	349	0	0
ENST00000682019	4826	4627	43.3443	8.19693
ENST00000250018	5325	5126	0	0
ENST00000417164	1138	939	0	0
ENST00000528338	556	357	1.65574	4.05828
ENST00000524803	1573	1374	396.173	252.3
ENST00000300013	1518	1319	88.3232	58.5935
ENST00000530436	604	405	0	0
ENST00000531751	949	750	0	0
ENST00000531581	1526	1327	11.5039	7.58568
ENST00000532452	451	252	0	0
ENST00000529318	1503	1304	7.51027e-05	5.03961e-05
ENST00000530180	657	458	0	0
ENST00000396275	1639	1440	0	0
ENST00000621697	1480	1281	0	0
ENST00000314254	1444	1245	0	0
ENST00000278222	630	431	0	0
ENST00000524555	743	544	5.03928	8.10567
ENST00000414546	1022	823	5.92533	6.29988
ENST00000530400	323	124	0	0
ENST00000528349	948	749	4.70472	5.49631
ENST00000529528	610	411	0	0
ENST00000256733	576	377	18.207	42.2587
ENST00000526900	687	488	0	0
ENST00000532858	583	384	0	0
ENST00000649195	547	348	0	0
ENST00000689650	904	705	4.04369	5.0189
ENST00000356524	518	319	2.07996	5.70536
ENST00000405158	675	476	0	0
ENST00000396253	4725	4526	321.712	62.1974
ENST00000349215	4840	4641	418.924	78.9847
ENST00000438420	4147	3948	415.864	92.1707
ENST00000537258	1275	1076	24.5515	19.9657
ENST00000544218	759	560	0	0
ENST00000531848	2160	1961	14.9482	6.67009
ENST00000453096	2707	2508	157.654	55.0042
ENST00000534641	2587	2388	0	0
ENST00000265963	3012	2813	1139.73	354.529
ENST00000525831	545	346	0	0
ENST00000524753	1510	1311	31.3357	20.9149
ENST00000530496	1700	1501	21.9108	12.7731
ENST00000526630	932	733	54.3697	64.904
ENST00000543445	576	377	748.436	1737.13
ENST00000545467	570	371	20.4476	48.2266
ENST00000430553	1310	1111	14089.3	11096.7
ENST00000396222	1766	1567	519.878	290.303
ENST00000535451	465	266	1.55018	5.09942
ENST00000539814	556	357	388.595	952.462
ENST00000543695	554	355	10.5525	26.0103
ENST00000536528	516	317	3.84751	10.6204
ENST00000541097	582	383	8.06483	18.4253
ENST00000545215	1340	1141	5721.96	4388.12
ENST00000422447	2241	2042	2143.3	918.429
ENST00000227157	1887	1688	266.986	138.399
ENST00000478970	732	533	9.37322	15.388
ENST00000495052	682	483	3.60817	6.5367
ENST00000540430	2305	2106	1863.38	774.215
ENST00000379412	1922	1723	37284.1	18934.7
ENST00000542179	1288	1089	20.7537	16.6758
ENST00000486690	664	465	99.8151	187.829
ENST00000625635	141	2.17019	0	0
ENST00000541669	2035	1836	6	2.85955
ENST00000396215	1092	893	0	0
ENST00000280704	1256	1057	0	0
ENST00000545848	813	614	0	0
ENST00000539369	881	682	0	0
ENST00000546146	701	502	0	0
ENST00000536880	957	758	0	0
ENST00000537486	583	384	0	0
ENST00000544105	875	676	0	0
ENST00000535809	757	558	0	0
ENST00000396213	1716	1517	8.06205	4.65028
ENST00000280706	2555	2356	4.58738	1.70376
ENST00000536719	2101	1902	36.7146	16.8907
ENST00000580814	441	242	0	0
ENST00000584526	912	713	2.79483	3.42992
ENST00000251968	1534	1335	874.841	573.412
ENST00000396197	4207	4008	564.608	123.265
ENST00000543987	2503	2304	32.5262	12.3529
ENST00000535484	1963	1764	0	0
ENST00000320750	1799	1600	0	0
ENST00000379387	1848	1649	0	0
ENST00000396196	1354	1155	0	0
ENST00000541984	755	556	0	0
ENST00000300038	995	796	18.8659	20.7388
ENST00000634992	373	174	5.00931	25.1912
ENST00000511927	573	374	11.1033	25.9775
ENST00000635674	448	249	2.11397	7.42878
ENST00000501599	1437	1238	0	0
ENST00000636011	853	654	0	0
ENST00000542172	331	132	8.77347	58.159
ENST00000336349	5601	5402	1205	195.187
ENST00000280734	3607	3408	1	0.256755
ENST00000513874	4285	4086	0	0
ENST00000319338	3935	3736	25	5.85534
ENST00000477854	2826	2627	0	0
ENST00000358540	3091	2892	0	0
ENST00000396166	2299	2100	2	0.833355
ENST00000396170	3871	3672	0	0
ENST00000396168	2796	2597	0	0
ENST00000526914	1446	1247	0	0
ENST00000302797	1190	991	0	0
ENST00000329773	2072	1873	2	0.934354
ENST00000399351	2283	2084	0	0
ENST00000446113	2406	2207	552	218.855
ENST00000265968	1283	1084	0	0
ENST00000533783	1457	1258	1	0.695566
ENST00000647990	1009	810	0	0
ENST00000648719	890	691	0	0
ENST00000649235	1067	868	0	0
ENST00000649842	735	536	0	0
ENST00000250024	3706	3507	158.493	39.5452
ENST00000527884	3432	3233	223.633	60.527
ENST00000620009	3519	3320	57.8884	15.2571
ENST00000532666	719	520	1.98563	3.34128
ENST00000360655	10667	10468	112.494	9.40342
ENST00000396085	11501	11302	0	0
ENST00000349880	11492	11293	0	0
ENST00000396087	7882	7683	0.00611217	0.00069612
ENST00000650578	256	57	1	15.3513
ENST00000533917	5084	4885	12.4996	2.23899
ENST00000525322	2716	2517	0	0
ENST00000530408	556	357	0	0
ENST00000524983	1242	1043	0	0
ENST00000530266	713	514	13.2417	22.5424
ENST00000451739	1830	1631	8.88846	4.76861
ENST00000421577	886	687	159.209	202.782
ENST00000443524	967	768	43.852	49.9629
ENST00000419348	1477	1278	491.588	336.581
ENST00000532505	595	396	4.82789	10.6679
ENST00000532081	774	575	8.39348	12.773
ENST00000531058	1060	861	0	0
ENST00000330796	2530	2331	97.0654	36.4369
ENST00000525188	681	482	0	0
ENST00000437750	1736	1537	23.4599	13.3559
ENST00000331079	2552	2353	484.962	180.345
ENST00000526583	532	333	2.51243	6.60191
ENST00000298923	2356	2157	0	0
ENST00000525748	6876	6677	0	0
ENST00000325319	3094	2895	0	0
ENST00000298925	3329	3130	0	0
ENST00000357134	3235	3036	0	0
ENST00000532434	2400	2201	1	0.397557
ENST00000682341	6739	6540	32.2517	4.31514
ENST00000684663	6947	6748	24.2362	3.14274
ENST00000683411	6713	6514	0	0
ENST00000324559	6742	6543	20.4539	2.73538
ENST00000682530	2097	1898	0	0
ENST00000683437	6543	6344	103.206	14.2351
ENST00000682266	6570	6371	0	0
ENST00000683197	6437	6238	36.852	5.16934
ENST00000263160	3665	3466	0	0
ENST00000327470	3291	3092	538	152.252
ENST00000528582	736	537	0	0
ENST00000454584	2236	2037	254.036	109.125
ENST00000533363	547	348	5.33108	13.4046
ENST00000630668	674	475	0	0
ENST00000278187	2170	1971	58.6329	26.03
ENST00000524701	2241	2042	0	0
ENST00000534801	579	380	0	0
ENST00000532398	712	513	0	0
ENST00000354193	4479	4280	1102	225.298
ENST00000532798	848	649	1	1.34826
ENST00000336930	5212	5013	0	0
ENST00000529015	577	378	0	0
ENST00000533227	5016	4817	0.000715787	0.000130025
ENST00000620308	4981	4782	0.999284	0.182852
ENST00000672621	6308	6109	0	0
ENST00000525139	3257	3058	0	0
ENST00000531646	1264	1065	0	0
ENST00000256737	5937	5738	0	0
ENST00000531568	3117	2918	2	0.599741
ENST00000529533	3387	3188	0	0
ENST00000436318	3118	2919	0	0
ENST00000281268	2968	2769	1	0.316007
ENST00000455601	3156	2957	0	0
ENST00000527569	1386	1187	0	0
ENST00000648230	1013	814	0	0
ENST00000396005	6285	6086	0	0
ENST00000527405	1932	1733	0	0
ENST00000280467	2269	2070	15	6.34074
ENST00000533617	814	615	0	0
ENST00000318627	2976	2777	0	0
ENST00000529202	1725	1526	0	0
ENST00000263182	2035	1836	0	0
ENST00000533566	703	504	0	0
ENST00000528583	1724	1525	0	0
ENST00000525090	1596	1397	0	0
ENST00000328697	1452	1253	302.688	211.38
ENST00000317945	2109	1910	32.3117	14.8029
ENST00000389858	5163	4964	6.37636	1.12398
ENST00000379214	5250	5051	2.0502e-07	3.55172e-08
ENST00000480977	492	293	0.623635	1.86244
ENST00000278193	4842	4643	691.984	130.412
ENST00000524596	4290	4091	0.0156567	0.0033488
ENST00000439476	4532	4333	5.73148	1.15744
ENST00000525528	4766	4567	0	0
ENST00000395986	3979	3780	0	0
ENST00000533131	3878	3679	0	0
ENST00000356660	3985	3786	0	0
ENST00000418212	4125	3926	0	0
ENST00000533246	4000	3801	0	0
ENST00000530861	3918	3719	0	0
ENST00000530786	4176	3977	0	0
ENST00000395983	3776	3577	2.26852	0.554935
ENST00000438929	4059	3860	0	0
ENST00000532997	3930	3731	0	0
ENST00000395981	4071	3872	0	0
ENST00000395978	3988	3789	0	0
ENST00000525950	3829	3630	1.02984e-06	2.48247e-07
ENST00000314915	4340	4141	0	0
ENST00000263181	3417	3218	372	101.152
ENST00000406787	4304	4105	69.9323	14.9068
ENST00000403099	795	596	0	0
ENST00000451385	1868	1669	0	0
ENST00000407364	4208	4009	453.975	99.0866
ENST00000532947	1419	1220	4.37569	3.13838
ENST00000303459	4068	3869	105.609	23.8848
ENST00000634973	1353	1154	0	0
ENST00000634627	1178	979	24.644	22.0266
ENST00000437814	831	632	5.10341	7.06582
ENST00000634762	718	519	0	0
ENST00000634721	1182	983	1.36052	1.21108
ENST00000328224	4190	3991	0	0
ENST00000254122	1855	1656	0	0
ENST00000533718	1856	1657	0	0
ENST00000417547	1890	1691	0	0
ENST00000282032	2373	2174	763.485	307.298
ENST00000530909	3417	3218	18.5145	5.03437
ENST00000448418	5591	5392	10.4648	1.69825
ENST00000358117	2562	2363	0	0
ENST00000526437	1469	1270	0.535177	0.368734
ENST00000528686	497	298	0	0
ENST00000444572	3184	2985	0	0
ENST00000303697	4669	4470	9.70237	1.89928
ENST00000684477	7298	7099	2.29763	0.283205
ENST00000406071	4758	4559	0	0
ENST00000597505	5352	5153	0	0
ENST00000342355	3980	3781	0	0
ENST00000452803	1706	1507	0	0
ENST00000525511	417	218	5.90324	23.6948
ENST00000526042	2192	1993	19.1984	8.42903
ENST00000465995	2970	2771	396.716	125.274
ENST00000526529	594	395	0	0
ENST00000527731	512	313	4.54748	12.7129
ENST00000395949	626	427	3.47248	7.11593
ENST00000531331	437	238	4.28697	15.7613
ENST00000526776	469	270	26.7703	86.7579
ENST00000534812	612	413	10.1072	21.4141
ENST00000532287	733	534	107.834	176.699
ENST00000278200	795	596	0	0
ENST00000648582	1905	1706	28.7051	14.7231
ENST00000533642	314	115	24.4593	186.108
ENST00000529749	475	276	0	0
ENST00000530023	552	353	0	0
ENST00000639878	1583	1384	41.0251	25.9378
ENST00000379163	1700	1501	0	0
ENST00000638347	1651	1452	0	0
ENST00000350638	1907	1708	127.907	65.5279
ENST00000638764	2456	2257	6.27812	2.43398
ENST00000639570	5795	5596	9.76808	1.52739
ENST00000640533	1801	1602	2.63454	1.439
ENST00000638482	3084	2885	0	0
ENST00000640961	8093	7894	75.408	8.35871
ENST00000640342	1392	1193	0	0
ENST00000640081	2385	2186	10.3375	4.13796
ENST00000474374	1161	962	0	0
ENST00000640231	2062	1863	0	0
ENST00000638917	2306	2107	0	0
ENST00000640954	1612	1413	13.3174	8.247
ENST00000395934	1961	1762	80.087	39.7718
ENST00000638184	1330	1131	108.405	83.8698
ENST00000638376	1096	897	0	0
ENST00000638984	1330	1131	0	0
ENST00000640790	1249	1050	4.93547	4.11299
ENST00000639097	906	707	0	0
ENST00000639182	857	658	8.4565	11.2456
ENST00000638317	450	251	0	0
ENST00000606377	6888	6689	0	0
ENST00000639386	6509	6310	0	0
ENST00000419022	6888	6689	0	0
ENST00000643871	6944	6745	0	0
ENST00000638914	6922	6723	0	0
ENST00000640610	2730	2531	0	0
ENST00000379132	2576	2377	0	0
ENST00000379109	3182	2983	0	0
ENST00000379129	2614	2415	0	0
ENST00000639916	2622	2423	0	0
ENST00000640368	2743	2544	0	0
ENST00000638685	2372	2173	0	0
ENST00000379107	2579	2380	0	0
ENST00000639409	2450	2251	0	0
ENST00000640975	2553	2354	0	0
ENST00000638963	1580	1381	1.2452	0.788975
ENST00000638965	979	780	0.948291	1.06382
ENST00000241001	1736	1537	0	0
ENST00000638629	2844	2645	0	0
ENST00000639548	1417	1218	0	0
ENST00000640125	1375	1176	0	0
ENST00000481563	1587	1388	0	0
ENST00000638696	1203	1004	0	0
ENST00000638755	1161	962	0	0
ENST00000640287	1485	1286	0.000164891	0.000112195
ENST00000640613	1525	1326	0	0
ENST00000423822	1521	1322	0	0
ENST00000639061	1473	1274	1.82069	1.25051
ENST00000640766	1797	1598	0	0
ENST00000640963	1267	1068	0	0
ENST00000379111	1718	1519	0	0
ENST00000639950	2133	1934	0	0
ENST00000638250	1483	1284	0.000773409	0.000527064
ENST00000379123	1923	1724	0	0
ENST00000524853	2221	2022	0	0
ENST00000640872	2367	2168	2.42507	0.978779
ENST00000639394	1988	1789	0	0
ENST00000639109	2734	2535	0	0
ENST00000638853	1248	1049	0	0
ENST00000640460	1736	1537	0	0
ENST00000638802	1505	1306	0	0
ENST00000638346	1863	1664	0	0
ENST00000379115	1531	1332	0	0
ENST00000639006	1507	1308	0	0
ENST00000640335	964	765	0	0
ENST00000638762	2580	2381	0	0
ENST00000438681	1395	1196	0	0
ENST00000638878	1369	1170	0	0
ENST00000639943	2584	2385	0	0
ENST00000640431	2037	1838	0	0
ENST00000639034	1794	1595	0	0
ENST00000640684	1557	1358	0	0
ENST00000639079	2608	2409	0	0
ENST00000640242	1298	1099	0	0
ENST00000455099	1202	1003	0	0
ENST00000639920	676	477	0	0
ENST00000530348	527	328	0	0
ENST00000532942	1191	992	5.60007	4.9397
ENST00000054950	2369	2170	2177.57	878.075
ENST00000532721	494	295	6.41978	19.0422
ENST00000527337	737	538	3.41012	5.54634
ENST00000528630	549	350	0	0
ENST00000379079	2466	2267	4.25478	1.64227
ENST00000452863	3031	2832	13.2148	4.08306
ENST00000379077	3186	2987	0	0
ENST00000530998	2421	2222	0	0
ENST00000332351	2987	2788	0	0
ENST00000640146	2018	1819	0	0
ENST00000651459	1086	887	0	0
ENST00000448076	2114	1915	1.53042	0.699297
ENST00000527882	551	352	0	0
ENST00000639563	1518	1319	0	0
ENST00000531921	1697	1498	487.195	284.584
ENST00000531120	5047	4848	266.494	48.0998
ENST00000525782	2236	2037	0	0
ENST00000524896	1207	1008	2317.11	2011.43
ENST00000532444	633	434	444.626	896.447
ENST00000323213	889	690	1498.55	1900.38
ENST00000524711	1645	1446	49.7334	30.0953
ENST00000533439	749	550	21.3788	34.0126
ENST00000526267	662	463	761.332	1438.84
ENST00000335185	3395	3196	8.2844	2.26816
ENST00000528333	433	234	0	0
ENST00000531481	4381	4182	8.30102	1.73687
ENST00000257836	5543	5344	394	64.5132
ENST00000650167	9706	9507	21.8552	2.01155
ENST00000399302	9271	9072	927.097	89.4213
ENST00000527250	448	249	0	0
ENST00000524678	2416	2217	40.0482	15.8065
ENST00000241051	1741	1542	107	60.7181
ENST00000311388	2012	1813	0	0
ENST00000530419	905	706	0	0
ENST00000334274	2649	2450	192.633	68.7992
ENST00000527661	2468	2269	4.38232	1.69001
ENST00000528107	3390	3191	8.16722	2.23958
ENST00000602733	747	548	0	0
ENST00000432887	2633	2434	176.479	63.4441
ENST00000528898	547	348	3.42968	8.62369
ENST00000531632	1898	1699	21.2024	10.9197
ENST00000528962	711	512	0	0
ENST00000528865	592	393	60.6394	135.015
ENST00000323959	2812	2613	834.188	279.347
ENST00000524827	2911	2712	140.355	45.2854
ENST00000438862	1132	933	47.153	44.2229
ENST00000431742	715	516	62.7431	106.398
ENST00000524556	558	359	0	0
ENST00000524775	434	235	6.62775	24.6784
ENST00000525975	3668	3469	0	0
ENST00000303296	7614	7415	751.229	88.6503
ENST00000379016	7345	7146	1144.28	140.116
ENST00000531504	591	392	4.69455	10.4792
ENST00000456517	7399	7200	28.7948	3.49945
ENST00000658780	12933	12734	0	0
ENST00000526400	3201	3002	0	0
ENST00000265654	4492	4293	0	0
ENST00000321505	11618	11419	47	3.60155
ENST00000379011	836	637	0	0
ENST00000531145	291	92	0	0
ENST00000534312	572	373	9.24222	21.6814
ENST00000527926	633	434	0	0
ENST00000525763	789	590	11.424	16.9428
ENST00000533181	424	225	0	0
ENST00000642928	7563	7364	510.566	60.6676
ENST00000651785	7724	7525	0.155579	0.018091
ENST00000652678	7555	7356	223.931	26.6374
ENST00000395850	1970	1771	1112.14	549.491
ENST00000651485	1707	1508	342.469	198.719
ENST00000652086	1351	1152	28.4663	21.6221
ENST00000426650	1193	994	308.293	271.391
ENST00000533403	1124	925	79.8842	75.5681
ENST00000415002	1143	944	0	0
ENST00000445143	825	626	0	0
ENST00000437761	758	559	0	0
ENST00000351554	678	479	223.525	408.329
ENST00000527577	686	487	0	0
ENST00000643183	641	442	0	0
ENST00000528700	584	385	14.9024	33.8699
ENST00000526785	5798	5599	152.652	23.8568
ENST00000265651	2403	2204	65.633	26.0573
ENST00000530401	7410	7211	219.265	26.6068
ENST00000531080	1448	1249	10.8568	7.60603
ENST00000532057	918	719	0	0
ENST00000534136	3217	3018	204.386	59.2584
ENST00000448981	1672	1473	33.1774	19.7087
ENST00000532927	945	746	12.0297	14.1103
ENST00000529137	584	385	0	0
ENST00000411482	1519	1320	80.4272	53.3148
ENST00000395833	1687	1488	5.73531e-07	3.37266e-07
ENST00000257818	2081	1882	13.5728	6.31057
ENST00000341394	5514	5315	4606.46	758.373
ENST00000389645	3498	3299	7.99868	2.12156
ENST00000534825	668	469	0	0
ENST00000532820	3438	3239	3033.92	819.621
ENST00000530820	3454	3255	500.473	134.539
ENST00000529307	2266	2067	37.1438	15.7241
ENST00000531159	3436	3237	1.45828e-08	3.94199e-09
ENST00000257829	3973	3774	3940.94	913.728
ENST00000529523	561	362	16.0606	38.8215
ENST00000527971	1600	1401	0	0
ENST00000435224	4905	4706	336	62.475
ENST00000241052	2291	2092	1281.36	535.954
ENST00000650153	1181	982	3.64265	3.24583
ENST00000257832	2317	2118	0	0
ENST00000620316	2217	2018	0	0
ENST00000312319	2450	2251	0	0
ENST00000673820	1296	1097	0	0
ENST00000429939	637	438	0	0
ENST00000532417	2330	2131	2	0.821232
ENST00000257831	5399	5200	1	0.168274
ENST00000450654	2519	2320	0	0
ENST00000530286	1280	1081	0	0
ENST00000533754	1501	1302	0	0
ENST00000529527	560	361	0	0
ENST00000531728	485	286	0	0
ENST00000525253	564	365	0	0
ENST00000531794	1481	1282	0	0
ENST00000532302	557	358	0	0
ENST00000527935	557	358	0	0
ENST00000532428	4583	4384	54.2478	10.8276
ENST00000395787	1246	1047	644.383	538.538
ENST00000533550	584	385	21.0774	47.9044
ENST00000448838	2659	2460	44.284	15.7518
ENST00000227868	2500	2301	688.229	261.719
ENST00000430469	952	753	19.993	23.2329
ENST00000533262	561	362	0	0
ENST00000526309	574	375	17.7857	41.501
ENST00000526025	1025	826	24.493	25.9467
ENST00000415148	2369	2170	213.911	86.2568
ENST00000263398	4288	4089	7099.27	1519.2
ENST00000428726	5431	5232	29.626	4.95478
ENST00000526669	870	671	29.6559	38.6729
ENST00000425428	1768	1569	1486.69	829.119
ENST00000433892	2292	2093	42.626	17.8207
ENST00000525211	874	675	0	0
ENST00000278386	484	285	0	0
ENST00000434472	1634	1435	498.937	304.238
ENST00000352818	1023	824	494.143	524.74
ENST00000442151	1825	1626	80.054	43.0806
ENST00000526000	721	522	16.2173	27.1848
ENST00000279452	862	663	101.936	134.535
ENST00000527889	548	349	10.9126	27.3603
ENST00000528455	687	488	0	0
ENST00000531873	584	385	0	0
ENST00000531110	806	607	24.5403	35.3761
ENST00000525685	729	530	0	0
ENST00000525688	560	361	8.4901	20.579
ENST00000278385	697	498	26.2878	46.1896
ENST00000533222	581	382	6.65751	15.2499
ENST00000524922	352	153	0	0
ENST00000526553	571	372	0	0
ENST00000528672	586	387	0	0
ENST00000525469	705	506	12.5481	21.6993
ENST00000278379	12006	11807	0	0
ENST00000642769	4608	4409	1.06624	0.21161
ENST00000464522	607	408	0	0
ENST00000647076	629	430	0	0
ENST00000642171	5985	5786	0	0
ENST00000395753	5800	5601	0.0375046	0.0058592
ENST00000395750	5773	5574	4.54991	0.714258
ENST00000644459	6451	6252	0	0
ENST00000643522	3911	3712	0	0
ENST00000645303	3952	3753	0	0
ENST00000644050	4086	3887	0	0
ENST00000644779	4482	4283	0	0
ENST00000645634	3564	3365	0	0
ENST00000643000	3343	3144	3.73218	1.03872
ENST00000644299	3224	3025	0	0
ENST00000645194	2826	2627	0	0
ENST00000646080	2002	1803	0	0
ENST00000644868	1872	1673	0	0
ENST00000647104	1961	1762	0	0
ENST00000643134	2138	1939	0	0
ENST00000531628	1724	1525	0	0
ENST00000643454	2379	2180	0	0
ENST00000643305	2798	2599	0	0
ENST00000646099	2218	2019	0	0
ENST00000647372	2164	1965	0	0
ENST00000642578	2159	1960	0	0
ENST00000646167	1353	1154	1.61416	1.22394
ENST00000606205	1690	1491	0	0
ENST00000644351	2507	2308	0	0
ENST00000449068	1313	1114	0	0
ENST00000646847	1351	1152	0	0
ENST00000643401	180	4.30693	0	0
ENST00000645966	128	1.90776	0	0
ENST00000622144	2785	2586	0	0
ENST00000619888	2723	2524	0	0
ENST00000615849	2801	2602	0	0
ENST00000621476	2842	2643	0	0
ENST00000527605	2402	2203	0	0
ENST00000529303	551	352	0	0
ENST00000317811	2406	2207	153	60.6608
ENST00000299413	12994	12795	3363	229.988
ENST00000528989	1879	1680	4.39845	2.29092
ENST00000524419	1996	1797	3.60155	1.75372
ENST00000315571	3814	3615	0	0
ENST00000263401	2949	2750	261.868	83.3238
ENST00000452374	917	718	190.206	231.803
ENST00000532705	881	682	87.926	112.811
ENST00000530639	3851	3652	31.4341	7.53163
ENST00000527172	544	345	0	0
ENST00000532121	572	373	0	0
ENST00000526728	592	393	3.56592	7.9396
ENST00000378867	3930	3731	1.85345e-08	4.34686e-09
ENST00000524380	548	349	0	0
ENST00000526682	805	606	0	0
ENST00000530252	577	378	0	0
ENST00000530050	554	355	0	0
ENST00000526679	783	584	0	0
ENST00000527487	740	541	0	0
ENST00000526995	7885	7686	284.228	32.3583
ENST00000348124	2558	2359	73.7718	27.3641
ENST00000534663	3707	3508	0	0
ENST00000299440	6588	6389	20	2.73915
ENST00000311485	2388	2189	0	0
ENST00000618712	2818	2619	0	0
ENST00000529083	572	373	0	0
ENST00000527033	569	370	0	0
ENST00000532616	554	355	0	0
ENST00000678060	1137	938	0	0
ENST00000679072	3438	3239	0.46038	0.124372
ENST00000446510	1062	863	12.4886	12.6626
ENST00000676979	1005	806	0	0
ENST00000677808	488	289	0	0
ENST00000617650	1207	1008	0	0
ENST00000334307	866	667	0	0
ENST00000531554	930	731	65.0178	77.8277
ENST00000677116	3485	3286	19.7408	5.25674
ENST00000679022	1467	1268	0	0
ENST00000347206	633	434	0	0
ENST00000534635	801	602	0	0
ENST00000676885	3017	2818	127.153	39.4826
ENST00000676921	2866	2667	11.4703	3.76331
ENST00000678950	3608	3409	6.11679	1.57006
ENST00000530697	1084	885	0	0
ENST00000527108	646	447	0	0
ENST00000532470	1251	1052	0	0
ENST00000528092	861	662	0	0
ENST00000677623	857	658	0	0
ENST00000678480	2571	2372	10.9723	4.04764
ENST00000677406	608	409	0	0
ENST00000677156	612	413	0	0
ENST00000677673	2823	2624	56.5797	18.8676
ENST00000278198	4054	3855	0	0
ENST00000619527	2286	2087	8.16395	3.42292
ENST00000528697	2801	2602	0	0
ENST00000527150	3085	2886	10.836	3.28544
ENST00000530763	2669	2470	0	0
ENST00000533474	583	384	0	0
ENST00000534695	560	361	0	0
ENST00000455725	2257	2058	28.8766	12.2778
ENST00000531273	3726	3527	1621.94	402.391
ENST00000420461	2009	1810	0	0
ENST00000378852	3714	3515	2000.1	497.903
ENST00000534600	1760	1561	49.7415	27.8827
ENST00000526394	883	684	5.34674	6.83994
ENST00000039989	4488	4289	851.077	173.633
ENST00000299240	3648	3449	651.896	165.388
ENST00000534347	889	690	4.16098	5.27674
ENST00000525029	419	220	13.1736	52.3963
ENST00000418561	575	376	50.6922	117.97
ENST00000527433	559	360	0	0
ENST00000531185	611	412	8.78157	18.6507
ENST00000278353	2396	2197	2134.64	850.186
ENST00000636007	563	364	0	0
ENST00000395700	994	795	5.31359	5.84844
ENST00000636722	540	341	1.26338	3.2419
ENST00000637401	866	667	0	0
ENST00000638034	546	347	0	0
ENST00000532962	1371	1172	0	0
ENST00000302708	1544	1345	405.635	263.896
ENST00000534171	764	565	0	0
ENST00000524742	842	643	13.4471	18.2994
ENST00000530803	1557	1358	0	0
ENST00000529366	747	548	0	0
ENST00000532129	725	526	47.9178	79.7133
ENST00000339446	1308	1109	0	0
ENST00000617612	1242	1043	3	2.51684
ENST00000378832	1820	1621	0.000181616	9.80368e-05
ENST00000527145	1806	1607	0.999818	0.544408
ENST00000524990	563	364	0	0
ENST00000263776	2383	2184	178.858	71.6595
ENST00000533404	400	201	5.14233	22.3863
ENST00000682993	4392	4193	0.510119	0.106455
ENST00000684533	4928	4729	0.00669369	0.00123856
ENST00000683000	5468	5269	0	0
ENST00000395673	5288	5089	3.94888e-07	6.78986e-08
ENST00000684039	5059	4860	0.0100739	0.00181376
ENST00000682815	5430	5231	0	0
ENST00000682359	5015	4816	14.9396	2.71439
ENST00000533608	10037	9838	64.7279	5.7571
ENST00000358681	2997	2798	161.785	50.5953
ENST00000683870	5109	4910	0.0023128	0.00041217
ENST00000684124	5478	5279	0	0
ENST00000343631	3452	3253	275.018	73.9769
ENST00000682711	3985	3786	2.7448e-07	6.3438e-08
ENST00000652299	5727	5528	0	0
ENST00000526958	538	339	0	0
ENST00000342935	967	768	622.554	709.308
ENST00000532544	580	381	26.7001	61.3206
ENST00000525210	468	269	10.9607	35.6537
ENST00000227155	2212	2013	7776.64	3380.39
ENST00000527737	654	455	31.0027	59.6222
ENST00000524704	584	385	8.63947	19.6357
ENST00000525813	573	374	7.12436	16.6684
ENST00000530601	581	382	90.61	207.554
ENST00000524750	757	558	407.766	639.434
ENST00000533786	726	527	0.439219	0.729273
ENST00000533202	549	350	2.00326	5.00827
ENST00000520358	4557	4358	0	0
ENST00000533080	840	641	0	0
ENST00000520999	871	672	0	0
ENST00000340160	4229	4030	19.5575	4.24647
ENST00000520837	565	366	0	0
ENST00000518429	1184	985	2.99298e-08	2.65881e-08
ENST00000354556	1954	1755	0	0
ENST00000395648	3381	3182	2.18796e-05	6.01669e-06
ENST00000525680	3344	3145	2.42107	0.673606
ENST00000616990	3567	3368	0	0
ENST00000308212	3683	3484	0	0
ENST00000533940	3703	3504	0	0
ENST00000532253	2045	1846	1.57891	0.748418
ENST00000528473	658	459	0	0
ENST00000528290	502	303	0	0
ENST00000531928	1078	879	0	0
ENST00000525145	720	521	0	0
ENST00000525683	556	357	0	0
ENST00000525138	499	300	0	0
ENST00000533443	642	443	0	0
ENST00000627720	195	7.05304	0	0
ENST00000530035	602	403	0	0
ENST00000527685	533	334	0	0
ENST00000533937	571	372	0	0
ENST00000530656	1536	1337	3.70143	2.42247
ENST00000534751	3466	3267	15.1825	4.06643
ENST00000683152	10729	10530	26.1161	2.17019
ENST00000424263	1858	1659	0	0
ENST00000622142	10730	10531	0	0
ENST00000020926	5165	4966	4.31201	0.759788
ENST00000533332	1710	1511	1.68799	0.977517
ENST00000528101	557	358	0	0
ENST00000308064	3906	3707	14	3.30464
ENST00000442528	1756	1557	6.56503	3.6895
ENST00000526817	582	383	0	0
ENST00000530471	695	496	0	0
ENST00000314134	3429	3230	335.435	90.8709
